epoch	step	loss	l1	ciou	train_iou	train_mIoU	lr	mIoU	Acc@0.25	Acc@0.5	Acc@0.75	Acc@0.9	blind_mIoU	delta	sec
148	1490	1.7817	0.0733	0.7076	0.3719	0.3727	0.1681	0.1728	0.3035	0.0597	0.0050	0.0000	0.1559	0.0131	748
149	1500	1.7782	0.0728	0.7071	0.3727	0.3728	0.1620	0.1695	0.2836	0.0547	0.0000	0.0000	0.1534	0.0125	754
150	1510	1.7834	0.0739	0.7070	0.3729	0.3728	0.1559	0.1710	0.2786	0.0547	0.0050	0.0000	0.1562	0.0112	759
151	1520	1.7785	0.0731	0.7064	0.3732	0.3713	0.1500	0.1687	0.2935	0.0547	0.0000	0.0000	0.1526	0.0126	764
152	1530	1.7803	0.0735	0.7065	0.3731	0.3736	0.1441	0.1728	0.2935	0.0597	0.0050	0.0000	0.1569	0.0122	770
153	1540	1.7788	0.0734	0.7060	0.3735	0.3724	0.1384	0.1721	0.2985	0.0498	0.0050	0.0000	0.1566	0.0120	775
154	1550	1.7790	0.0732	0.7064	0.3731	0.3717	0.1327	0.1719	0.2886	0.0547	0.0050	0.0000	0.1534	0.0149	780
155	1560	1.7821	0.0733	0.7079	0.3718	0.3729	0.1271	0.1725	0.2836	0.0597	0.0050	0.0000	0.1554	0.0132	785
156	1570	1.7801	0.0738	0.7056	0.3741	0.3723	0.1217	0.1701	0.2886	0.0547	0.0000	0.0000	0.1544	0.0122	790
157	1580	1.7786	0.0731	0.7066	0.3730	0.3732	0.1163	0.1708	0.2935	0.0597	0.0000	0.0000	0.1563	0.0108	795
158	1590	1.7780	0.0736	0.7050	0.3743	0.3718	0.1111	0.1722	0.2935	0.0547	0.0000	0.0000	0.1565	0.0123	800
159	1600	1.7792	0.0733	0.7064	0.3732	0.3724	0.1059	0.1706	0.2935	0.0547	0.0000	0.0000	0.1536	0.0134	805
160	1610	1.7780	0.0728	0.7070	0.3728	0.3713	0.1009	0.1690	0.2985	0.0498	0.0000	0.0000	0.1522	0.0134	810
161	1620	1.7802	0.0729	0.7078	0.3719	0.3732	0.0960	0.1710	0.2935	0.0547	0.0000	0.0000	0.1556	0.0122	815
162	1630	1.7787	0.0731	0.7066	0.3733	0.3728	0.0912	0.1698	0.2836	0.0547	0.0000	0.0000	0.1533	0.0127	821
163	1640	1.7790	0.0730	0.7070	0.3728	0.3719	0.0865	0.1696	0.2935	0.0498	0.0050	0.0000	0.1557	0.0104	826
164	1650	1.7803	0.0731	0.7074	0.3721	0.3722	0.0819	0.1712	0.2836	0.0547	0.0000	0.0000	0.1553	0.0124	831
165	1660	1.7772	0.0729	0.7064	0.3734	0.3716	0.0774	0.1707	0.2886	0.0498	0.0000	0.0000	0.1543	0.0127	836
166	1670	1.7770	0.0732	0.7054	0.3741	0.3723	0.0730	0.1693	0.2935	0.0498	0.0000	0.0000	0.1526	0.0134	841
167	1680	1.7786	0.0727	0.7074	0.3723	0.3729	0.0688	0.1706	0.2935	0.0498	0.0050	0.0000	0.1546	0.0125	846
168	1690	1.7787	0.0731	0.7067	0.3729	0.3724	0.0647	0.1704	0.2886	0.0597	0.0050	0.0000	0.1538	0.0131	852
169	1700	1.7769	0.0729	0.7061	0.3735	0.3725	0.0607	0.1700	0.2985	0.0547	0.0000	0.0000	0.1532	0.0134	857
170	1710	1.7779	0.0730	0.7064	0.3733	0.3723	0.0568	0.1697	0.2836	0.0547	0.0050	0.0000	0.1541	0.0124	862
171	1720	1.7816	0.0734	0.7072	0.3726	0.3731	0.0530	0.1698	0.2935	0.0498	0.0000	0.0000	0.1536	0.0127	867
172	1730	1.7772	0.0731	0.7058	0.3739	0.3737	0.0494	0.1708	0.2786	0.0547	0.0000	0.0000	0.1553	0.0122	872
173	1740	1.7792	0.0735	0.7057	0.3739	0.3729	0.0458	0.1701	0.2886	0.0547	0.0000	0.0000	0.1538	0.0129	877
174	1750	1.7785	0.0734	0.7058	0.3736	0.3733	0.0424	0.1704	0.2886	0.0498	0.0050	0.0000	0.1530	0.0142	882
175	1760	1.7790	0.0734	0.7060	0.3736	0.3721	0.0392	0.1708	0.3035	0.0498	0.0000	0.0000	0.1556	0.0117	888
176	1770	1.7786	0.0734	0.7059	0.3739	0.3729	0.0360	0.1696	0.2836	0.0498	0.0000	0.0000	0.1539	0.0124	893
177	1780	1.7814	0.0735	0.7069	0.3728	0.3727	0.0330	0.1702	0.2886	0.0498	0.0000	0.0000	0.1559	0.0109	898
178	1790	1.7761	0.0730	0.7056	0.3740	0.3726	0.0301	0.1700	0.2886	0.0498	0.0050	0.0000	0.1550	0.0115	903
179	1800	1.7800	0.0734	0.7066	0.3733	0.3719	0.0274	0.1699	0.2985	0.0597	0.0000	0.0000	0.1524	0.0142	908
180	1810	1.7788	0.0739	0.7047	0.3749	0.3729	0.0247	0.1723	0.2886	0.0498	0.0050	0.0000	0.1552	0.0141	913
181	1820	1.7766	0.0732	0.7053	0.3745	0.3732	0.0222	0.1702	0.2836	0.0547	0.0000	0.0000	0.1552	0.0116	919
182	1830	1.7770	0.0730	0.7061	0.3736	0.3730	0.0199	0.1718	0.2935	0.0597	0.0000	0.0000	0.1556	0.0125	924
183	1840	1.7763	0.0730	0.7056	0.3741	0.3726	0.0176	0.1704	0.2836	0.0597	0.0050	0.0000	0.1537	0.0133	929
